LargestList,median_HHI_2019,bach_deg_pct_14to18,pop_density_per_mile,change_in_pop_decade,perc_female,perc_hispanic,unemployment_rate,perc_age_25_39,brewery_per_1Mpeople
FALSE,64319,64319,63.29233146,0.0032,0.503,0.031,2.9,0.1705,46.64251621
TRUE,64319,64319,63.29233146,0.0032,0.503,0.031,2.9,0.1705,46.64251621
FALSE,67390,67390,31.04985706,-0.0004,0.497,0.02,2.9,0.168,29.67799377
FALSE,57247,57247,20.89964767,0.0094,0.465,0.037,3.9,0.1827,34.93632854
FALSE,71098,71098,152.3323641,0.0128,0.5,0.073,3.1,0.1817,42.19527975
FALSE,66460,66460,623.4089489,0.0185,0.505,0.135,4,0.1949,45.13993379
FALSE,59758,59758,261.278853,0.0286,0.512,0.021,2.9,0.191,133.8732889
FALSE,59128,59128,26.30258149,-0.0103,0.494,0.043,2.7,0.1638,16.9124611
FALSE,60728,60728,31.39231808,-0.0417,0.493,0.017,3.7,0.153,16.46686866
FALSE,61326,61326,134.0747129,-0.0312,0.5,0.044,3.4,0.1633,32.61259498
FALSE,66092,66092,87.8275036,0.012,0.498,0.03,2.9,0.1852,60.52169703
FALSE,54404,54404,28.83487798,-0.0347,0.497,0.02,4.6,0.1538,18.3810014
FALSE,53505,53505,3917.639456,-0.0021,0.516,0.156,4,0.2339,579.3851042
FALSE,60296,60296,51.34794888,0.0342,0.493,0.049,3,0.1827,16.58484808
FALSE,62765,62765,31.98199412,-0.0113,0.498,0.017,4.3,0.1479,31.86489285
FALSE,66994,66994,294.7109359,0.0596,0.5,0.046,3,0.2029,44.78012956
FALSE,90446,90446,382.7962433,0.0317,0.508,0.031,2.9,0.1578,22.1126418
FALSE,75368,75368,74.51703535,0.0406,0.502,0.023,3.4,0.1692,26.5364611
FALSE,63910,63910,47.90461748,-0.0096,0.496,0.019,4.1,0.1576,31.2940072
FALSE,58248,58248,88.38997901,0.0106,0.495,0.034,3.3,0.1765,85.83985716
TRUE,58248,58248,88.38997901,0.0106,0.495,0.034,3.3,0.1765,85.83985716
FALSE,61691,61691,590.4072469,0.0046,0.504,0.136,4.1,0.1835,48.62945973
FALSE,51295,51295,29.43268885,-0.0446,0.495,0.025,3.2,0.1476,19.49507749
FALSE,61624,61624,227.4675482,0.0185,0.507,0.091,3.7,0.1869,32.45488771
FALSE,87098,87098,125.5480536,0.0699,0.5,0.026,3.4,0.1849,68.88791936
FALSE,63752,63752,77.55667937,0.0383,0.502,0.054,2.9,0.1834,15.68578241
FALSE,53908,53908,13.16943781,0.0001,0.488,0.029,4.8,0.1366,18.55012243
FALSE,58982,58982,45.79662888,-0.0257,0.496,0.029,3.2,0.1609,16.95432505
FALSE,62108,62108,225.597293,-0.0014,0.496,0.067,2.7,0.1795,64.40394152
FALSE,61687,61687,40.45077186,0.0281,0.494,0.09,3.6,0.1698,32.42174202
FALSE,56272,56272,38.93736443,0.034,0.496,0.016,3.3,0.1498,17.77082741
FALSE,55576,55576,25.91045571,0.0345,0.492,0.028,4.3,0.1193,17.99337844
FALSE,64682,64682,187.1067341,0.0158,0.5,0.112,3.3,0.1589,46.38075508
FALSE,81928,81928,315.841775,0.0305,0.503,0.033,2.9,0.1684,24.41167855
FALSE,91070,91070,735.4751135,0.0354,0.508,0.049,2.9,0.1697,76.86395081
FALSE,59643,59643,395.6551059,0.0286,0.497,0.044,3,0.1975,100.5985614
FALSE,57325,57325,92.04076075,-0.024,0.508,0.032,3.8,0.1694,17.44439599
FALSE,52216,52216,9.097205324,0.0664,0.482,0.097,3.1,0.2146,57.45365405
FALSE,83997,83997,9.648929385,0.0045,0.486,0.089,3.7,0.2256,35.71556127
FALSE,61626,61626,1.873992254,-0.0733,0.468,0.185,3.3,0.2081,16.22691721
FALSE,72481,72481,3.248502955,-0.0008,0.489,0.084,2.7,0.1849,27.59343828
FALSE,57953,57953,4.275021249,-0.022,0.497,0.07,4.4,0.1799,34.51072421
FALSE,52344,52344,2.201994719,-0.0904,0.495,0.045,3.5,0.1473,19.10438637
FALSE,57224,57224,2.032905384,-0.0147,0.496,0.05,3.6,0.1576,17.47518524
FALSE,69613,69613,37.04514519,0.078,0.493,0.149,3.5,0.2158,43.09539885
FALSE,66104,66104,14.95369594,0.0552,0.496,0.087,3.9,0.2172,15.1276776
FALSE,59494,59494,4.205369055,0.0339,0.502,0.055,4,0.17,50.42525297
FALSE,64030,64030,12.07808421,0.0449,0.499,0.044,3.5,0.1762,46.85303764
FALSE,80639,80639,4.061036293,-0.0346,0.485,0.16,3.9,0.215,24.80189486
FALSE,98837,98837,5.872784534,0.0925,0.483,0.151,2.7,0.2542,40.47067394
FALSE,70756,70756,9.718132827,-0.0441,0.495,0.093,3.9,0.1873,14.13307705
